,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
0,0.034011,1.0206854,0.0689205,0.1559279,0.8949717,0.1453857,0.4358042,0.9475851,1.0844315,1.1017148
0,0.0395241,1.0114946,0.0638225,0.1522847,0.8935929,0.0947879,0.4179279,1.0917254,1.0771029,0.9952905
0,0.0437355,1.0183661,0.0791247,0.1732497,0.9694551,0.2655123,0.43068,1.0034468,0.9268661,1.1172719
0,0.0268454,0.9667169,0.0722145,0.1956505,0.8958036,0.383958,0.3821968,1.0698453,0.9570807,0.9392185
0,0.0492646,1.0180442,0.0639536,0.1392305,0.8852296,0.120779,0.3988451,1.0597368,0.9555632,1.0511024
0,0.038184,0.996467,0.0557691,0.1398251,0.8621658,0.1318279,0.425481,1.0467323,1.0232368,1.0516324
0,0.0281156,0.9933169,0.0580996,0.172313,0.9209309,0.2485258,0.4155627,1.0979106,0.9813047,1.0209629
0,0.0409884,1.0594545,0.0418002,0.1535056,0.9962119,0.2199313,0.4053936,0.9692086,1.0072855,0.973454
0,0.0210335,1.0102438,0.0494646,0.1227092,1.0015391,0.082716,0.4772613,1.0603964,1.1249747,1.01841
0,0.0265951,1.0025083,0.0540412,0.1662047,0.9525077,0.1026563,0.4732614,0.9455996,0.9323217,0.966713
0,0.0297899,0.9863226,0.0439468,0.1397802,0.951917,0.1091586,0.4016854,1.0873,0.9590257,1.008186
0,0.0202044,0.9676773,0.0778888,0.1686487,0.9138518,0.1483949,0.3671155,0.9606466,0.9866299,1.0231842
0,0.0507067,1.0121255,0.0537947,0.1208633,0.954547,0.08567,0.4309708,1.0192197,1.0308836,0.9837186
0,0.0385466,1.0231618,0.0644371,0.114113,0.942642,0.1275606,0.4250784,0.8886429,1.097016,1.0756733
0,0.061444,1.0846688,0.0593583,0.2441387,0.9058678,0.2768956,0.3829724,0.9768836,1.0210289,1.0242716
0,0.0349979,0.9101925,0.0704642,0.1798735,0.9229733,0.1874988,0.4300433,0.9219783,1.0239602,1.0136389
0,0.0419187,0.9619166,0.0428985,0.1227024,0.9194699,0.0711372,0.3843215,0.8949281,1.0731489,1.0366505
0,0.034852,0.935283,0.0861919,0.1257445,0.8389654,0.2016242,0.3643581,0.9282832,1.0716863,1.022769
0,0.0379705,0.980081,0.0589956,0.1690361,0.9541358,0.0806141,0.3897005,1.0490002,0.9834272,1.0087974
0,0.0380892,1.0400106,0.0646203,0.1794654,0.7708567,0.311517,0.4372143,1.0810453,0.9499633,1.0965992
0,0.0396125,1.0295642,0.0540659,0.122837,0.9148814,0.1472193,0.4057205,1.0112941,0.9770653,1.0446293
0,0.0447591,1.0280778,0.0614276,0.136567,1.0008799,0.0831156,0.5027708,1.0197579,0.8874399,1.0575866
0,0.0440486,1.0537483,0.0675942,0.1399346,0.91495,0.1455605,0.4607254,1.0450074,1.0371794,0.9529069
0,0.0467637,1.0670871,0.0394239,0.1476095,0.9562507,0.0716607,0.44933,0.9903426,1.0013542,1.0535964
0,0.0209518,1.0208309,0.0503241,0.1352872,0.8406568,0.1435809,0.4832381,0.9162332,0.9719033,1.015988
0,0.0239352,0.9600469,0.0467612,0.1431142,0.8256862,0.1380699,0.4053766,0.9386545,1.0215956,0.966841
0,0.034085,0.9300789,0.0652856,0.1514639,0.918321,0.1566967,0.4824618,1.0181695,1.005559,1.0187221
0,0.0312378,0.9659777,0.0616874,0.1900454,0.8668985,0.1645505,0.484531,1.0481819,1.0283426,0.9954699
0,0.0328715,0.9386013,0.0588311,0.1268806,0.9138709,0.1416231,0.3897524,1.0359737,1.142724,0.981458
0,0.0231232,1.0706701,0.0421052,0.1438818,0.9693712,0.0991591,0.4037657,1.0043674,1.0225592,1.0371356
0,0.0459849,0.9893311,0.0509512,0.1663391,0.8813272,0.2529525,0.3970093,1.0595498,0.9757994,1.0653496
0,0.0416224,1.0832449,0.0340395,0.1306624,0.897582,0.0883988,0.4395011,1.0824299,1.0029487,0.9643396
0,0.0396098,1.0289194,0.0757185,0.1866061,0.8769655,0.2118074,0.3483632,1.0197744,1.0391651,1.0361587
0,0.0451916,1.0303682,0.0453521,0.142687,0.9343582,0.1194788,0.3920113,0.9474209,0.9271968,1.022822
0,0.0352391,1.0364505,0.0626262,0.2068044,0.9304036,0.2807028,0.4320665,1.0656554,0.9901038,0.9633288
0,0.0311035,1.0064917,0.0546952,0.1862995,0.9364356,0.2696041,0.3679727,0.9720113,0.9694714,0.9942792
0,0.0297094,1.0241105,0.0779989,0.1357443,0.9930335,0.2051843,0.4593217,0.9588707,1.0689427,1.0749522
0,0.0430066,0.9984059,0.0498739,0.1167303,0.8629759,0.0886056,0.3921713,1.0555246,1.0586449,1.0048017
0,0.0366452,0.9530091,0.0442276,0.1239068,0.959707,0.0621526,0.4117424,1.0643497,1.0426227,0.9751877
0,0.0392638,1.0661731,0.0626727,0.1384905,0.9729615,0.1840635,0.4427614,0.9524186,0.8492279,1.0466304
0,0.0337582,1.0331197,0.0571239,0.1587479,0.8610565,0.2215895,0.432965,1.1063885,1.0244182,1.0244899
0,0.0382797,0.9602432,0.0500192,0.1434965,0.8914302,0.1325253,0.409064,1.0907192,1.0512095,0.9465541
0,0.0297053,0.9403444,0.0595979,0.1736749,0.8610744,0.1746026,0.4395816,0.9762957,1.0397941,1.0359255
0,0.0497417,1.0041732,0.0569215,0.2085483,0.9261185,0.411491,0.4085854,1.0347225,0.994918,1.0199401
0,0.0419233,1.0890946,0.059741,0.1522464,0.9080234,0.1112832,0.3948224,0.9280064,1.0334018,0.9803313
0,0.0307179,0.9848309,0.0624639,0.1766222,1.0027456,0.2289561,0.3582271,1.0448288,1.0258602,0.9505197
0,0.0410356,1.016087,0.0462941,0.1591583,0.9492968,0.0824722,0.4554308,1.0483703,1.0078415,1.0713184
0,0.0193697,0.9902638,0.037557,0.1729648,0.9347803,0.1278643,0.4308834,0.9842593,1.0490149,1.0058456
0,0.0307765,1.1038775,0.0819332,0.1569951,0.9179583,0.2871566,0.4130561,1.0135041,1.0293475,1.0142963
0,0.0239365,1.0047889,0.0494571,0.129999,0.9311574,0.0641291,0.4249503,0.9018332,1.1219398,1.0337604
0,0.0409403,1.0664933,0.0553457,0.1616909,0.8744194,0.1684943,0.384616,1.1119223,0.9712262,1.1275073
0,0.0179809,0.9992724,0.0660773,0.1897086,0.9534664,0.2469502,0.3243385,1.0348263,0.971905,1.0931678
0,0.0440886,1.0192615,0.0702362,0.1522547,0.953751,0.1337133,0.4248156,1.0684018,1.0864979,1.004756
0,0.040841,1.0459424,0.0636656,0.1300798,0.9995118,0.0792171,0.4381775,1.0692825,1.1155793,1.0624246
0,0.0295062,1.042603,0.052755,0.1522206,0.9716159,0.0815524,0.4309891,1.0282916,0.9619918,0.9975197
0,0.0248731,1.0122398,0.0528231,0.1643304,0.944631,0.1685876,0.4215911,1.0280825,0.9586527,1.0247248
0,0.0196107,1.0050533,0.0628989,0.0995255,0.9408015,0.1015745,0.3898174,0.9729466,1.0313346,0.9472389
0,0.0459694,0.9791841,0.049702,0.1274815,0.9455062,0.1020871,0.4129241,0.9995698,0.9257098,1.0450171
0,0.0393552,1.0254862,0.0472298,0.1226715,0.9888755,0.1089464,0.4007522,0.9500969,1.0528499,0.9605792
0,0.0427442,1.0298996,0.0663237,0.1357492,0.9602844,0.1656528,0.4583683,1.0414684,1.0806529,1.0248356
0,0.0416557,1.0469822,0.0610111,0.1460665,0.8830714,0.0831618,0.4247094,1.0867946,1.0270802,1.0470758
0,0.0128781,0.918481,0.0713155,0.1560468,0.8747562,0.1395451,0.3702245,1.0404383,1.0135481,0.9931719
0,0.0225993,1.054055,0.0506223,0.1445753,0.911418,0.1237547,0.4145291,1.04632,0.9811201,1.1113019
0,0.0530099,1.0919755,0.0529811,0.1547054,0.9112193,0.1732962,0.4469546,1.0013414,0.9170302,0.9892333
0,0.0433002,0.963418,0.0404741,0.1750207,0.9738332,0.1347902,0.4494962,1.0077076,1.0078685,1.0525447
0,0.0245802,0.9953189,0.0623064,0.1178379,0.9658801,0.0918576,0.4147107,0.9663177,0.9821937,0.9490983
0,0.0410906,0.8722785,0.0685225,0.1505478,0.9049864,0.1576445,0.4105706,1.0486612,0.999153,1.0218405
0,0.0481212,0.9760917,0.0647308,0.1612423,0.9879824,0.100045,0.4027151,1.0307852,0.9436068,1.0383218
0,0.0458002,1.0555518,0.0438884,0.1571235,0.828238,0.2948598,0.3139933,0.9757396,1.0052233,1.0587055
0,0.0373063,0.9449353,0.0463621,0.1180866,0.8772866,0.1361815,0.4333978,0.9658263,1.0020753,1.0320813
0,0.0219235,1.0132793,0.0432731,0.1417828,0.9414991,0.2028189,0.4320759,1.0117353,1.0583891,0.9992195
0,0.0239626,0.9973237,0.0374457,0.1665265,0.8176317,0.1293611,0.4016989,1.0051158,0.9974381,0.9632722
0,0.0344531,0.932584,0.0519095,0.1659588,0.9849357,0.1731187,0.3580042,1.0933482,1.0252561,1.0646847
0,0.0254246,1.0566566,0.044752,0.1724331,0.9401484,0.2239223,0.4186022,1.0892985,0.9811539,1.0409713
0,0.0564024,0.9416841,0.0610924,0.1439452,0.8778756,0.1754493,0.3890853,0.9513326,1.0198766,1.0057439
0,0.0333444,0.9117915,0.051965,0.1862014,0.9298553,0.1935578,0.4298942,1.0923467,1.041151,0.9750213
0,0.0367468,1.0109589,0.06061,0.1880656,0.9535525,0.381781,0.3755144,0.9856707,1.0397458,1.0527041
0,0.0449833,0.9981544,0.0557606,0.1469647,0.8974914,0.2589952,0.3871195,1.0331022,1.0523111,1.0673889
0,0.0340246,1.0363006,0.0788643,0.1422741,1.0061798,0.1410227,0.4638968,1.0029232,1.0612723,1.0382176
0,0.0548392,1.0003117,0.0595143,0.1162286,0.9426549,0.124363,0.4069698,1.0426381,0.9890517,0.9855434
