,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
4,0.0944255,1.004257,0.060782,0.1055465,0.4375594,0.0635732,0.4158915,0.97659,1.041441,0.9847166
4,0.0862204,1.0359552,0.0525352,0.132307,0.4339479,0.1343742,0.4030102,1.0297228,0.9943624,0.9975239
4,0.0843544,1.0951039,0.0489234,0.1226655,0.479192,0.089238,0.38392,1.0380557,0.9864123,0.9301412
4,0.0792119,0.9868893,0.0594508,0.1590188,0.3827865,0.2256488,0.3693606,0.9951674,1.009442,1.0630274
4,0.0511991,1.0058326,0.0653144,0.1189493,0.4805142,0.2092353,0.4469102,0.9999626,1.0105593,1.0670696
4,0.0535016,1.0056601,0.0374374,0.1624121,0.5086055,0.2065881,0.4097917,1.0375601,1.0073278,1.0563933
4,0.0693806,1.0048996,0.0698853,0.2264178,0.4293983,0.4799833,0.3904182,1.0302646,1.0906785,0.9935681
4,0.0869373,1.0396926,0.0524093,0.1707661,0.5338999,0.1422403,0.434045,1.0276439,0.9586079,1.0700483
4,0.0518433,0.9781392,0.0458024,0.1028914,0.505636,0.1112048,0.4695902,0.9689982,0.9880201,1.0182914
4,0.0586524,0.9573239,0.0671388,0.1726475,0.4696533,0.1660214,0.3931596,0.9986586,1.0223733,1.1058158
4,0.0707625,0.9465159,0.0579089,0.1628751,0.5105306,0.1120042,0.4364874,1.0375587,1.031616,1.0920833
4,0.0745304,0.9832723,0.0673465,0.1014423,0.4246192,0.100891,0.4162079,0.9107136,1.0705189,0.9948147
4,0.0523441,0.9675876,0.0828767,0.1468094,0.547575,0.0728607,0.4492566,1.0091939,1.0457796,1.0549259
4,0.0501796,1.0643746,0.0495425,0.1110265,0.3953449,0.0816533,0.4135389,1.0145317,1.0730853,0.9943534
4,0.0637174,1.0549856,0.0690861,0.164953,0.4581447,0.1927297,0.4105895,1.0865615,1.0212621,1.0568001
4,0.0756015,0.9387465,0.0520163,0.1254396,0.4898158,0.0917373,0.3842639,1.0108587,1.0951844,1.0781779
4,0.0601558,0.9759393,0.0345318,0.1951686,0.4416775,0.1973771,0.3865306,0.9586439,1.0238375,1.0271322
4,0.0806384,0.9724808,0.0588673,0.1104004,0.4869104,0.0989406,0.461371,1.0758587,1.0208602,0.9184942
4,0.0706512,1.0010706,0.0691346,0.1525186,0.5166477,0.1327235,0.4315182,0.9138017,0.9983872,0.9510455
4,0.0680213,1.040909,0.0679059,0.1709049,0.4314922,0.1940808,0.524505,0.9965199,1.0762572,0.919349
4,0.0638592,0.9207297,0.0615459,0.1479391,0.4387281,0.1763269,0.361103,0.9972502,0.9997713,1.0542914
4,0.0766222,1.0621664,0.064258,0.1873014,0.4096012,0.25908,0.3912748,1.0400213,1.0305689,1.0340573
4,0.0438658,0.9463161,0.0922547,0.1825928,0.4561717,0.1710703,0.3851205,1.0188136,0.9590455,1.1505468
4,0.0743725,1.0393216,0.0495585,0.1867163,0.501298,0.2121707,0.4105801,0.9779568,1.0483802,1.1145563
4,0.0925225,0.8902598,0.0652494,0.1162021,0.4683377,0.0757683,0.4191322,0.9949061,1.054338,1.0299515
4,0.0635037,0.9500266,0.073817,0.2103676,0.4220732,0.3854895,0.3476812,1.036129,1.0635457,0.9979722
4,0.0709559,0.9502008,0.0765125,0.1767226,0.407317,0.2832654,0.4232512,1.0579183,0.9130779,0.9654533
4,0.0595628,0.9535427,0.0730444,0.1505381,0.4801459,0.1503617,0.390505,0.9753836,1.0203575,0.948506
4,0.0523394,1.0524768,0.0519411,0.1617212,0.4574823,0.1620523,0.4045662,1.0223625,0.990847,0.9724595
4,0.085604,0.979417,0.0502787,0.109893,0.4671994,0.0483896,0.3910377,0.9835075,1.0080014,0.9897338
4,0.06658,1.1419734,0.0712118,0.1404679,0.329244,0.1187153,0.4618051,0.9584229,1.0696746,1.1400389
4,0.0959722,0.923262,0.0584155,0.137232,0.477943,0.1458318,0.471095,1.0897501,1.0616071,0.9815655
4,0.0696351,1.0648406,0.067742,0.1620917,0.4313602,0.1785768,0.44198,1.0873766,1.0208577,0.9936134
4,0.0752997,1.0215465,0.0542557,0.1601715,0.4260596,0.1277249,0.4429255,1.0777325,1.0319024,1.0101023
4,0.06566,0.9979584,0.0672114,0.1905361,0.4232082,0.2516167,0.3746937,1.1153857,1.1129857,1.0425394
4,0.0730251,1.0088655,0.069398,0.1883694,0.4520452,0.3121113,0.4045013,1.0060974,0.9716366,1.0915562
4,0.0500563,1.0766553,0.0500166,0.1230329,0.4321155,0.1142485,0.4243493,0.9487134,1.0195896,0.9937565
4,0.0703856,1.0060987,0.0468459,0.1403464,0.4678483,0.1378567,0.3728658,0.9301977,0.984928,0.9912594
4,0.0871234,1.0644691,0.0670344,0.1156656,0.527973,0.1142602,0.4877886,1.0061656,1.0372354,0.9708519
4,0.0688882,1.0091055,0.0618726,0.1320594,0.4049294,0.1238937,0.4113563,1.0208856,1.0111432,1.0534496
4,0.0629564,0.9740141,0.0570303,0.1561578,0.4152138,0.1501254,0.4306642,1.1106938,0.9897211,1.0891244
4,0.0758639,0.9369115,0.0456092,0.1240849,0.4528351,0.0862044,0.4441941,0.9816891,0.9591638,1.0130371
4,0.0904741,0.9884463,0.0566712,0.1153462,0.4330889,0.0631368,0.4053975,1.0319566,0.9493027,1.0426316
4,0.0884152,0.9392419,0.0625076,0.1414172,0.5039801,0.2210964,0.3977658,1.0382393,0.9532778,1.0709173
4,0.0535471,0.969712,0.0525541,0.1618036,0.4531267,0.2435022,0.4364698,1.0716153,0.8907249,1.071325
4,0.1024249,0.9352884,0.0525316,0.1691439,0.4453149,0.13872,0.4381549,0.9864962,1.0691434,1.0148711
4,0.0619856,1.0476263,0.0640712,0.1777497,0.366072,0.4297978,0.3299359,1.0254447,0.9764216,1.0962312
4,0.0735974,1.0423924,0.0661792,0.1294703,0.4532006,0.0780882,0.4925376,1.009439,0.9329315,1.0572396
4,0.0685474,1.0182539,0.0693694,0.1095372,0.5216021,0.1569934,0.4513745,1.0512496,0.9318858,1.0727355
4,0.0728582,1.0028728,0.0607808,0.1894843,0.455339,0.2133908,0.4500522,1.0966221,0.9242205,0.9661777
4,0.0802843,1.066914,0.0712868,0.1380806,0.4139668,0.1427052,0.4688013,1.0324455,0.929853,0.9099675
4,0.0557086,1.0180521,0.0697479,0.1809206,0.4503356,0.2386245,0.3305136,1.0105398,1.0016025,0.9690164
