,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
7,0.0697645,0.9529252,0.0658735,0.1356156,0.8833084,0.0893986,0.4242793,0.4665413,0.9324366,1.0013992
7,0.0832386,0.9630396,0.0597569,0.1671976,0.9540608,0.2285401,0.3967719,0.5006383,0.9017513,1.0379663
7,0.0946896,1.0560414,0.049771,0.1196361,0.9037026,0.0976582,0.4328559,0.4719765,1.0826473,0.9924227
7,0.0784536,0.9600521,0.0817904,0.1741043,0.8812655,0.2867173,0.3502264,0.4815923,1.0031087,0.9624867
7,0.0738821,0.9574223,0.0598533,0.1761257,1.027534,0.2736074,0.3285226,0.4465921,1.0038103,1.0083554
7,0.0714556,0.9854848,0.036659,0.1788643,0.9039709,0.0796461,0.378931,0.4366945,1.0069642,1.082098
7,0.0670814,0.9680102,0.0671645,0.1615579,0.8005174,0.3823956,0.3618742,0.4587773,1.0294152,0.9661705
7,0.0756872,1.0221355,0.0570878,0.1443143,0.9472024,0.1208042,0.3304183,0.5382798,1.1418691,1.0527657
7,0.0833465,1.0574867,0.0511623,0.1558709,0.9166456,0.3402804,0.3996607,0.4703683,0.9960024,1.0806389
7,0.0681702,0.8992615,0.0758939,0.1568786,0.890883,0.1633278,0.4179915,0.4845945,1.042605,1.0496924
7,0.1030152,1.0050959,0.0497684,0.1353662,0.8842005,0.1752542,0.3698258,0.5159617,1.1139961,0.9550675
7,0.0533879,1.0299178,0.0954825,0.143687,1.0036795,0.1213187,0.4158242,0.4896937,1.0209675,1.0367951
7,0.1037541,1.0918411,0.0676083,0.1959362,0.8909433,0.295545,0.3393627,0.477387,0.9577205,1.1001921
7,0.0745286,1.0260878,0.0610699,0.1948145,0.8580406,0.1971393,0.4322714,0.5296446,1.0421478,0.9456713
7,0.0533129,1.0101831,0.0620437,0.1454153,0.9641256,0.1069112,0.4282813,0.4677309,0.9645679,0.9070877
7,0.0642716,0.9686909,0.081542,0.1660452,0.8308728,0.1459689,0.4517219,0.5247716,1.0098431,1.0076172
7,0.0699885,1.044006,0.0426186,0.1323731,0.9506431,0.2051311,0.4362819,0.4537001,0.9897584,1.0560706
7,0.0623871,0.8971294,0.0717363,0.1617202,0.9317527,0.1079402,0.4298134,0.4727792,1.0683904,1.0129115
7,0.0697349,1.0316613,0.057014,0.1496368,0.8894259,0.1705961,0.4185043,0.4993416,1.0464476,0.9793266
7,0.0679048,0.9748341,0.0484557,0.2143439,0.8719015,0.1833153,0.3970186,0.4587541,1.015154,1.0615921
7,0.0710112,0.9828919,0.0433586,0.1127618,0.8903142,0.0950306,0.3747659,0.5387853,1.0734933,0.9988307
7,0.0551025,1.024134,0.0509997,0.1376991,0.9155467,0.0560254,0.4530791,0.5090274,0.9322674,0.9540098
7,0.0627494,1.0631209,0.0589809,0.1490773,0.8986771,0.1750287,0.4181606,0.4941116,1.0892206,0.9821418
7,0.068259,1.0052925,0.0820566,0.1363529,0.9961235,0.1453715,0.375216,0.4760015,0.9756861,0.9938469
7,0.0969911,1.0841074,0.0448284,0.1509806,0.8821971,0.1818562,0.3989862,0.5389533,1.0546188,1.0928837
7,0.0804614,0.894483,0.0533236,0.1402967,1.0028834,0.2319035,0.3709181,0.5148064,0.9909594,0.9781222
7,0.0777747,0.9421132,0.0416797,0.1926996,0.9243992,0.107686,0.3913904,0.5427773,0.9737492,0.9954819
7,0.0668714,1.0123689,0.0761652,0.1365735,0.8906191,0.2030414,0.3727401,0.5245171,0.9598323,1.0063543
7,0.0885509,0.9607988,0.0647324,0.1880032,0.8720356,0.5265994,0.4127963,0.4980374,0.9710809,0.99609
7,0.0647851,0.9824404,0.0701587,0.182035,0.9132397,0.2046503,0.3824044,0.521885,1.0418104,0.9754485
7,0.0762797,1.0282746,0.0374297,0.1055565,0.8930854,0.1355976,0.4361346,0.5602423,1.0235996,1.0160459
7,0.0500464,1.0902164,0.0642952,0.1417683,0.9752122,0.1427772,0.4283294,0.4980029,0.9731925,1.0775029
7,0.0860294,0.9252591,0.0672429,0.1857413,0.9298151,0.2720683,0.3742745,0.4813349,0.9729602,0.9459774
7,0.0487124,1.037453,0.0433533,0.149863,0.9183284,0.2944561,0.3996711,0.4695844,1.06465,1.0249485
7,0.0526828,1.0707165,0.0616093,0.1928949,0.9478785,0.1126497,0.3978886,0.5054039,0.9923104,1.0257457
7,0.0410724,1.0296536,0.0890094,0.1112662,0.9039779,0.063233,0.4230361,0.4442285,0.9366682,1.0187536
7,0.0552556,0.9299129,0.0636461,0.1611767,0.8705933,0.3473629,0.3939497,0.519559,1.056743,1.0474845
7,0.0674761,1.0641078,0.0729101,0.141263,0.891396,0.1325742,0.455914,0.4995224,1.0083996,1.0038989
7,0.0761709,1.038365,0.0490376,0.1449604,0.9429143,0.2080642,0.3755415,0.5371238,1.0063658,1.045492
7,0.0640986,1.037405,0.0453243,0.1617186,0.972751,0.0773151,0.4429111,0.540208,0.9716581,1.0361753
7,0.0688006,0.9870139,0.0549096,0.1901398,0.8863461,0.1646551,0.4139648,0.474308,1.0368929,0.9647915
7,0.0727358,0.9639307,0.0693075,0.1504543,0.9592864,0.0763425,0.4111505,0.5595386,0.9868571,1.0370799
7,0.0578933,1.0975189,0.0769438,0.1570114,0.9018337,0.2881306,0.4161648,0.4765565,0.9809255,0.9735639
7,0.0763222,1.0014001,0.0502152,0.1591207,0.9088404,0.1781151,0.4441484,0.4781537,1.102958,1.0157488
7,0.0811127,1.0421548,0.0463827,0.1461116,0.855201,0.077683,0.4287695,0.4896118,1.0234951,1.0331538
7,0.0696074,1.0440703,0.0786177,0.124337,0.9499496,0.2341394,0.3901747,0.5347057,1.0413765,1.0634513
7,0.0673498,0.9402165,0.0731887,0.1592943,0.8634231,0.121821,0.4332633,0.504878,1.0799043,1.093891
7,0.0568257,0.9883914,0.048906,0.1734221,0.954166,0.224706,0.3856864,0.4467056,1.0153203,1.0103352
7,0.0716175,1.052823,0.0543616,0.1395331,0.9045707,0.1388492,0.3816483,0.4724177,1.0604826,1.0879124
7,0.087259,1.0253872,0.0681585,0.1417444,0.8742114,0.250123,0.410096,0.5639793,1.0503788,1.0307502
7,0.0594907,0.9694492,0.0927998,0.1738369,0.9938899,0.1811583,0.3938297,0.5691512,0.9835579,0.9887215
7,0.0605698,1.0612584,0.0704596,0.1578382,0.9481559,0.2013047,0.4262863,0.4774519,1.0612031,0.9947576
7,0.0454647,0.966749,0.0611468,0.1798794,0.9774824,0.2647464,0.3912668,0.5610045,1.0285281,1.055779
7,0.0784541,0.9625522,0.0803403,0.2048256,0.9384963,0.3195044,0.4238324,0.4904919,1.0020059,1.0237969
7,0.0558008,0.9570628,0.0611374,0.1556211,0.9741401,0.1328469,0.4185359,0.5456316,1.012402,0.9926453
7,0.0545234,1.063912,0.0427768,0.1619064,0.948263,0.1146148,0.3900452,0.5025187,1.0123353,1.04345
7,0.0737154,1.0223655,0.0676426,0.1389028,0.9437333,0.0934837,0.4291674,0.4937119,1.0352472,0.9932739
