,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
6,0.0797294,1.0145906,0.0597976,0.1507911,0.8838963,0.1037848,0.2248912,1.0269467,1.0401831,1.042991
6,0.0853779,1.1061786,0.0636183,0.1830497,0.8150685,0.647434,0.159684,1.0711721,1.0322413,1.0509443
6,0.0697333,1.0522871,0.0645799,0.1596188,0.9333487,0.1984526,0.2283982,1.0015013,1.0034813,0.9239259
6,0.0671918,1.0185375,0.0548672,0.1456621,0.8883371,0.2555382,0.1775999,0.9860161,0.9927802,0.9869566
6,0.0748404,1.0256099,0.0574837,0.1426184,0.9703349,0.1339046,0.1879658,0.9631313,1.0591048,1.0236816
6,0.0841185,0.9166002,0.0665629,0.1715507,0.9006682,0.1932622,0.221362,0.9845356,1.0278203,0.9858963
6,0.0590336,0.9569863,0.0576245,0.1678685,0.90431,0.2587523,0.2142426,0.9553482,1.013631,1.0598646
6,0.0794635,0.9540363,0.0627066,0.1545271,0.8552416,0.1673004,0.1309353,0.9963271,1.0528953,0.9993436
6,0.0986777,1.0655437,0.0697436,0.1653037,0.8656787,0.2448171,0.1988722,1.055752,0.9412049,0.9552258
6,0.056011,1.0702445,0.0779896,0.1835776,0.9132022,0.3611159,0.2210632,1.058278,1.0230282,1.0869869
6,0.0782736,0.9560674,0.0491581,0.0985665,0.9087022,0.0888828,0.2316446,1.1183134,0.9601578,1.0182294
6,0.0608434,1.0112184,0.0535396,0.0996142,0.9297036,0.1161819,0.2215311,0.9745996,1.0698571,1.0607344
6,0.0644185,1.0363857,0.0631837,0.126011,0.9519801,0.0937264,0.2171685,1.0401984,1.0375418,1.0189639
6,0.0972976,0.9656007,0.0702995,0.1126976,0.9852126,0.056134,0.191357,1.0319165,1.0014609,0.9915989
6,0.0913912,0.998397,0.0608737,0.1794451,0.8607579,0.277987,0.2383439,1.0934995,1.0989533,1.0425854
6,0.0820097,0.9665438,0.0642358,0.2139589,0.8760515,0.2289247,0.1781122,1.0464312,1.0487706,1.0734629
6,0.0513986,0.9901775,0.0508762,0.1838474,0.9304376,0.1746873,0.2101886,0.9303168,0.994449,1.0507059
6,0.0704986,0.9164386,0.0833181,0.1703192,0.9348005,0.4306764,0.1526631,0.9884693,0.9224734,1.1120721
6,0.0549859,1.0346058,0.047232,0.1481069,0.9554968,0.10188,0.2110141,1.0436229,0.9811384,1.0218839
6,0.0644216,0.9501068,0.0581929,0.123403,1.0251993,0.1155566,0.2457961,1.0261445,1.0745156,0.9672771
6,0.0795112,0.9672736,0.0790324,0.188783,0.782982,0.5662518,0.1723666,1.0192153,0.989822,0.9768215
6,0.0481262,1.0387903,0.059938,0.2068255,0.8502545,0.1368283,0.1872412,0.9850546,0.9805022,1.0500779
6,0.0789718,1.0816768,0.066354,0.1551211,0.9757267,0.1814415,0.2163194,0.9413251,0.9779473,0.9931256
6,0.0505436,0.9527263,0.0491926,0.1231394,0.9240447,0.2057971,0.2286153,1.087921,1.0821065,0.9848847
6,0.0746745,0.9618952,0.0446119,0.0954386,0.9920724,0.045262,0.1949207,1.0283413,0.9644576,1.0818908
6,0.0646485,0.8899589,0.0748502,0.1430377,0.9425086,0.2528098,0.2225,1.0010385,0.9490973,0.9883949
6,0.0731816,1.1085659,0.0478625,0.1406399,1.044744,0.1234384,0.2150843,0.9695076,1.0089731,0.9850133
6,0.0709501,1.0169434,0.0615085,0.1755635,0.944004,0.225518,0.217544,1.0731548,0.9938962,1.0098223
6,0.0683634,0.9504243,0.0497788,0.1923326,0.8923846,0.1956122,0.2041192,1.0934183,1.0951634,1.0140601
6,0.052618,0.9767408,0.0522108,0.1572244,0.9009009,0.2264218,0.205714,0.9973242,0.9689652,0.9283469
