,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
9,0.0785427,1.0054729,0.0518325,0.1346328,0.9135907,0.1254424,0.4791069,0.9879148,1.0375428,0.4932417
9,0.0708766,1.0041433,0.0858428,0.1641182,0.8720367,0.2249984,0.452958,1.0187997,0.9912024,0.5257568
9,0.0688015,0.9895786,0.1058876,0.1821252,0.8436917,0.2198833,0.4350032,1.0191485,1.1135345,0.5116693
9,0.0672411,0.9976511,0.0492399,0.1773219,0.9845404,0.1658892,0.4274148,1.0162174,1.0884248,0.5723177
9,0.0814376,0.9964805,0.0621192,0.1577889,0.8949379,0.2493242,0.4306064,0.9550053,1.0544453,0.5138473
9,0.0855759,0.9656169,0.0451438,0.097299,1.003588,0.0721554,0.4402138,1.0112543,1.0604391,0.5548035
9,0.0602103,0.9505705,0.069694,0.2048702,0.7958963,0.3871681,0.4215366,0.9689828,0.9389729,0.477787
9,0.0601667,1.0100182,0.0356795,0.0895009,0.9520612,0.0829843,0.4638718,0.9871479,1.008358,0.460641
9,0.0909558,1.0429873,0.0813466,0.1922384,1.0106297,0.1691185,0.4173389,0.9307247,1.0335351,0.5511522
9,0.0595794,0.9304366,0.0808865,0.1555793,0.9414244,0.2272441,0.391799,1.0212875,0.9873797,0.5061652
9,0.0735859,1.0000243,0.051104,0.1355227,1.008727,0.0654293,0.5129502,1.0522789,1.0339373,0.5189995
9,0.0749086,1.064281,0.0540439,0.1340674,0.8732053,0.2878999,0.4032792,1.0430619,1.1079308,0.484179
9,0.1348772,1.0978071,0.0541679,0.1635062,0.9918067,0.2491777,0.4155018,0.9961814,1.0316029,0.5260593
9,0.0511504,0.9577158,0.0706231,0.1611253,0.9210929,0.2919289,0.4324496,1.055864,0.9802961,0.5360784
9,0.0778401,0.9613866,0.0864839,0.2411017,0.8957491,0.6113646,0.3538527,0.9498421,1.0312913,0.5561856
9,0.0683855,1.038009,0.0677215,0.1946371,0.889386,0.2434629,0.4305974,1.0001072,0.9976572,0.546605
9,0.0438721,0.9264985,0.0522098,0.1426379,0.9614366,0.1136123,0.4471426,1.0067844,1.0002669,0.474355
9,0.0637436,1.032129,0.0527499,0.1934652,0.9891109,0.2897361,0.403412,1.0447623,1.0932174,0.4333256
9,0.0676277,1.1547935,0.0602373,0.1336209,1.0019864,0.0496001,0.4585135,1.0600944,0.9139527,0.4969913
9,0.0680593,1.0529956,0.0615581,0.1844689,0.9300932,0.1873685,0.4234151,1.0094616,0.9976129,0.51142
9,0.1002696,1.0195515,0.0514449,0.1292691,0.8831637,0.3056476,0.4302944,1.0599291,1.0637399,0.4817222
9,0.0548134,1.1053135,0.0207246,0.1034086,0.9076293,0.0515436,0.5117517,0.938497,0.9598942,0.5080907
9,0.0774123,0.9566762,0.0622328,0.107658,0.9292355,0.0809532,0.4873313,1.0272272,0.9716454,0.5561345
9,0.0814153,1.0643567,0.0577797,0.1676006,0.8804112,0.157422,0.4383539,1.0343839,0.9530094,0.5434367
9,0.0840527,0.9507973,0.0751415,0.1602893,0.9612431,0.1374673,0.4642433,1.0202711,0.9888427,0.5294935
9,0.0834481,1.0216827,0.0405047,0.1586342,0.8835193,0.102426,0.4557368,0.9555152,1.0091214,0.5092963
9,0.0733363,1.0912751,0.0812374,0.1603778,0.8709171,0.1806006,0.4519952,0.9351635,0.940146,0.5109318
9,0.0967483,0.9834866,0.0499299,0.1404256,0.9865118,0.2073636,0.449246,1.0341132,1.0278343,0.5334162
9,0.0693923,1.0495607,0.0541226,0.1277367,0.9304762,0.0913458,0.4536627,1.0415168,0.9873395,0.5095982
9,0.0515922,0.9577498,0.0651071,0.1188417,0.9822685,0.0979678,0.3887642,1.0398537,1.1290557,0.5072688
9,0.0928569,0.9271213,0.0640403,0.1552872,0.8695031,0.2412712,0.4198794,1.0360128,1.0187381,0.520005
9,0.0639353,1.0751282,0.0663623,0.1471926,0.884144,0.1430239,0.4123617,0.9963013,1.0512523,0.4916234
9,0.0551162,0.9733381,0.0745371,0.1802013,0.9678435,0.2150311,0.4388861,1.0873378,0.9746879,0.576132
9,0.0558487,1.0152299,0.0634543,0.1336472,0.9936511,0.0996472,0.4348798,1.0096969,1.0344742,0.5270124
9,0.0658118,1.0463049,0.0589958,0.1635591,0.8195549,0.2027719,0.4008176,1.1016769,0.9834798,0.5245752
9,0.0706085,1.0100475,0.0475433,0.1215634,0.9655489,0.0773412,0.5099641,1.0196781,0.980908,0.4885456
9,0.0783732,1.0033897,0.0596263,0.1449921,0.8844955,0.0690262,0.474696,1.0736029,0.9906826,0.5405178
9,0.0554642,0.9532494,0.0686122,0.1874312,0.9953769,0.1141766,0.4636858,0.965932,1.1042959,0.5046848
9,0.0653579,0.9806763,0.0572445,0.0965644,0.9676348,0.0599931,0.4744143,0.9277459,1.0548437,0.5170662
9,0.0440396,0.9812486,0.0579311,0.1483696,0.9659963,0.0857521,0.4141247,1.0706191,1.0434215,0.4576674
9,0.0653743,0.9558432,0.0461927,0.1452433,0.9237172,0.192999,0.5200997,0.9960393,1.0470266,0.4542681
9,0.0715415,0.9570492,0.078378,0.147552,0.9308844,0.0951549,0.4418714,1.0092569,0.9653592,0.504104
9,0.0633955,1.0455247,0.0506135,0.1459745,0.918465,0.0885213,0.4436314,1.0226779,1.0220302,0.5375312
9,0.0578866,1.0527142,0.0615239,0.1702454,0.9122756,0.2414868,0.4453153,0.9581869,0.9609126,0.474419
9,0.0665688,1.081217,0.0549064,0.1591034,0.833884,0.2405876,0.4750537,1.0293167,1.0025791,0.5012331
9,0.0678019,0.9587945,0.0644711,0.1550173,0.9283683,0.1066655,0.4527784,0.9857173,1.0245863,0.470594
9,0.0603977,1.026905,0.0616936,0.1379778,0.9721577,0.1467219,0.451586,1.0031499,0.9836249,0.5000054
9,0.0646121,1.0346798,0.0792266,0.176166,0.9879635,0.2056322,0.4183403,1.0740068,1.0108403,0.4794241
9,0.0902506,1.0487191,0.0406389,0.1732921,0.8723181,0.1366982,0.472498,1.0248047,1.0221577,0.4807827
9,0.0691807,0.9075962,0.066997,0.1591712,0.9864645,0.2050934,0.4603085,1.0464805,1.0554673,0.4754712
9,0.054775,0.970309,0.0343332,0.1412743,1.0083971,0.1491066,0.5059454,1.0149915,0.9212629,0.563754
9,0.0682651,1.0001977,0.0512046,0.1720198,0.9294666,0.1261601,0.451359,1.0342889,1.092628,0.5011798
9,0.068029,1.0611998,0.0728004,0.1812265,0.9197529,0.211151,0.4831109,1.0180909,0.9820462,0.4997366
9,0.059517,1.0366187,0.0584487,0.1510801,0.805773,0.2226329,0.4045624,1.0840342,0.9186403,0.4620677
9,0.081788,1.0932054,0.0659043,0.1607087,0.9351696,0.1642358,0.4630929,0.9846735,1.0651574,0.4966468
9,0.0621175,0.9972669,0.0285956,0.1161743,1.0306502,0.1595139,0.4353354,0.9650683,0.9747289,0.4881951
9,0.0737048,1.0922461,0.0349098,0.1542643,0.8945976,0.1333428,0.4085676,0.9655108,0.9863404,0.5172836
9,0.0535579,1.00392,0.0456815,0.1099248,0.988747,0.0304391,0.4414918,1.0695801,0.940094,0.4837064
9,0.0669078,0.9840084,0.0700366,0.1617936,0.8703252,0.2203011,0.4550955,1.02528,0.9557106,0.5136755
9,0.0708415,1.1029357,0.0412529,0.1254136,1.0635035,0.0372757,0.4629191,1.0235767,0.9785859,0.5172597
9,0.0607609,1.0099692,0.0407621,0.1436962,0.9334602,0.0747085,0.5444238,1.0092226,1.0673172,0.5084288
9,0.0814831,1.0025223,0.0474036,0.1237961,0.9134819,0.2633372,0.4429716,0.9606116,0.9380585,0.549931
9,0.0713151,0.9832162,0.0420997,0.1101192,0.94577,0.0818167,0.4251863,1.0996023,1.0105565,0.5093806
9,0.0730233,1.0574228,0.0684654,0.1210101,0.9961767,0.0972706,0.4270994,1.0099579,0.9750321,0.4768188
9,0.0712546,0.9442119,0.0393923,0.1304871,0.9128633,0.1039471,0.4067688,1.0281025,1.0596579,0.5269761
9,0.0574373,1.0346909,0.0633063,0.1281538,0.9068197,0.1512896,0.5171782,0.9835266,1.0612395,0.4914364
9,0.0922689,0.9671999,0.0532625,0.1336456,0.9900934,0.066152,0.5045469,0.9047456,0.9654916,0.5098625
9,0.0695011,1.0637174,0.0639568,0.1586197,0.8940266,0.2565832,0.4192799,1.0290177,1.0049133,0.4927834
9,0.0694825,1.0006945,0.0596032,0.1841591,0.8814675,0.153783,0.4662397,1.0260726,1.0182302,0.4884121
9,0.0816872,1.0073953,0.051239,0.1822369,0.9294497,0.1158315,0.4125957,1.0632232,1.0790955,0.5120688
9,0.075761,0.9889737,0.0416337,0.1754835,0.9014356,0.2224822,0.4664492,1.0085549,0.9996824,0.5563939
9,0.0568536,1.0069186,0.0517458,0.139391,0.8503359,0.1412436,0.4203663,1.0202725,1.0666232,0.516568
9,0.0548292,1.0116177,0.0605942,0.1773017,1.0220375,0.1514439,0.4930474,0.9974524,1.0697682,0.4996699
9,0.0902139,1.0472124,0.0643135,0.2132649,0.9172726,0.2081238,0.4071571,1.0113416,0.9879748,0.4452732
9,0.0683331,1.0158515,0.0655399,0.137118,0.9473279,0.0590891,0.4789373,0.9846873,0.9904932,0.5635894
9,0.0663455,1.0650179,0.078979,0.1877025,0.9032447,0.2391094,0.4822465,1.0137219,0.9734029,0.5800478
9,0.0637056,0.9565768,0.0567842,0.1476168,0.9400936,0.1803395,0.4867472,0.9485759,1.0336855,0.5392395
9,0.0897559,1.0150088,0.045721,0.1156517,0.9546061,0.0520593,0.4766477,1.0365907,0.9681366,0.4748472
9,0.0903521,0.968358,0.0696637,0.1901762,0.8731216,0.1483762,0.4508868,1.016894,1.0316908,0.54456
9,0.0710583,1.0259306,0.0619781,0.1392886,0.9197653,0.1355624,0.4413265,0.9686168,0.985135,0.4634921
9,0.0525306,1.0343611,0.047878,0.1632621,0.9291711,0.1427537,0.4643568,1.0632356,1.1212488,0.5690342
9,0.0789454,1.0073488,0.0537262,0.1022851,1.0049465,0.0387135,0.4561211,0.9766495,1.0698841,0.4996226
