,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
3,0.0589665,1.0672919,0.0615036,0.0998133,0.8659817,0.2476361,0.4371926,1.0299654,1.0087322,1.0113944
3,0.0708265,0.9454518,0.0734804,0.0859372,0.9505606,0.2192249,0.4073519,1.0361491,0.9123428,1.0560468
3,0.0739238,1.0666343,0.0582936,0.0828193,0.955351,0.1077703,0.4521749,1.0129417,1.1514859,1.0874857
3,0.0716215,0.9779602,0.0508586,0.0617341,0.9331077,0.0482611,0.3970718,1.0987061,0.9318315,1.0553474
3,0.0928084,0.9263273,0.0650291,0.0969358,0.9578219,0.1569895,0.4092568,1.1020217,0.9511055,1.0294238
3,0.097348,1.0085634,0.0679685,0.0621984,0.9617502,0.0307034,0.4535957,1.0240976,0.9625079,0.9975127
3,0.0481998,1.0154977,0.035831,0.0805857,0.8440527,0.0972438,0.4542124,0.9827981,1.0985887,0.9755687
3,0.0795382,1.0554582,0.0611407,0.0968153,0.8346757,0.3378263,0.3711262,1.0330424,1.0882209,0.9996751
3,0.072996,1.0301142,0.0724713,0.092416,0.9174257,0.185006,0.4551362,1.0545104,1.1065741,0.9876371
3,0.0555172,1.0371083,0.051637,0.0696597,0.9240176,0.1924329,0.4091254,1.0243082,0.9683734,1.0834271
3,0.062108,1.041269,0.0460188,0.0700639,0.9680425,0.1738516,0.4462217,0.9727046,1.0106057,0.9784722
3,0.0647329,0.9993339,0.0494859,0.0791787,0.866735,0.1597725,0.4106844,1.0029231,1.0393486,1.0089394
3,0.0673802,1.0320346,0.0400315,0.0735055,0.876181,0.1879717,0.4330065,0.9491194,0.9840773,0.9871807
3,0.0810993,1.0487458,0.0615333,0.1051129,0.8998616,0.2079459,0.411534,0.9837675,0.9622184,1.0289864
3,0.0777182,1.0799451,0.0781596,0.0852763,0.8872704,0.1317929,0.432713,0.9651152,1.0288704,0.9616248
3,0.0670802,0.9926265,0.0659428,0.0789106,0.9499159,0.1714605,0.4669026,1.013723,0.9870009,0.9671508
3,0.100304,1.0475809,0.0648262,0.0771725,0.8560733,0.2009372,0.3606781,1.0705406,0.9656194,1.0706398
3,0.0589012,0.9930141,0.0411505,0.0921831,0.9751775,0.1613505,0.4306961,0.9657954,1.0635023,1.0368163
3,0.084688,1.0365873,0.0692498,0.0868339,0.8251363,0.2382137,0.4119123,1.0589912,0.9855186,1.0640057
3,0.0759987,0.9876286,0.0478016,0.0781238,0.8870323,0.1867632,0.4364106,0.9275319,0.9271979,1.010046
3,0.0729334,0.9745082,0.0565909,0.0848362,0.9149995,0.2009597,0.4218406,0.985262,0.9778521,0.9111292
3,0.0655062,1.0141947,0.0602717,0.0452708,0.9183522,0.0808022,0.4405957,1.0317614,1.0512705,0.9413243
3,0.0686941,0.9306398,0.0736595,0.0857121,0.9093824,0.129228,0.4238419,0.9987311,1.0980985,1.0030357
3,0.0713659,0.996015,0.0787078,0.0990876,0.8928544,0.2470942,0.3935126,1.0606511,0.9682382,1.0365628
3,0.0696779,1.0304239,0.0470743,0.1072898,0.7423497,0.4680316,0.3198837,1.0639182,1.0094752,1.0417873
3,0.0747457,1.0123719,0.0594558,0.0879797,0.8914577,0.4824286,0.348149,1.0812043,1.0495376,1.0061678
3,0.0737793,0.9832064,0.0309248,0.0625076,0.9065544,0.0827133,0.3826871,1.0309189,1.0044788,0.9455116
3,0.0882018,1.0248054,0.0626075,0.0708476,0.9086626,0.0695352,0.4225562,1.0372779,0.9425801,1.0623362
3,0.0972276,0.9666884,0.0501866,0.0720183,0.8692076,0.1291403,0.3846057,1.0009942,1.0244519,1.1462104
3,0.0624642,1.0501939,0.0630772,0.0823827,0.86776,0.2428274,0.3913529,1.0088513,0.9794598,1.0460986
3,0.0600387,1.0353599,0.0352408,0.0627393,1.0105483,0.1024019,0.446429,1.0643802,0.9797591,1.0040278
3,0.0777625,1.0314292,0.0606427,0.0837684,0.8843829,0.3059501,0.4113977,1.0424529,1.0110003,0.9839803
3,0.0769362,1.0541348,0.0387179,0.1030891,0.8867186,0.1805991,0.3604379,0.9975208,0.9840745,0.939878
3,0.0647241,1.0218074,0.0571964,0.0519847,0.9320891,0.0679139,0.4783801,1.1162858,1.0647251,0.9773564
3,0.0743676,0.9614128,0.0607476,0.0778046,0.9577102,0.2303618,0.3794104,1.0615079,0.98,0.9926776
3,0.0692156,1.0380071,0.0573867,0.1138658,0.9309097,0.1920457,0.3899251,1.0015815,1.0404307,1.0923358
3,0.0905245,0.9949379,0.0372183,0.0515181,0.96953,0.0661594,0.4296196,1.0549931,0.980907,1.0345351
3,0.076844,0.9746966,0.055208,0.1047703,0.9179217,0.0996865,0.4259481,1.0177931,0.9898607,1.0424554
3,0.0684255,0.9476666,0.0743622,0.0814971,0.9067962,0.2057561,0.3660457,1.0170782,1.0994946,1.0345989
3,0.0505398,1.0398227,0.0507242,0.0900952,0.8608263,0.1772226,0.4311202,0.9634581,1.0310994,0.9756038
3,0.0801317,0.9566034,0.073342,0.1030138,0.9170163,0.2037805,0.432253,1.07143,1.0422879,0.9815099
3,0.0496853,0.9740512,0.0458584,0.0360141,0.908846,0.0668509,0.4245087,1.024176,0.9998825,1.0446657
3,0.0730625,1.0300404,0.0468683,0.0763288,0.8990604,0.1106061,0.4072889,0.9671295,0.9910129,1.0011258
3,0.0875042,1.0277571,0.0667971,0.0801595,0.910645,0.3461269,0.4339072,0.9741433,0.9725967,0.9761735
3,0.0815967,0.988612,0.0869502,0.0608725,0.9472405,0.1248562,0.4774828,0.9854066,1.033629,1.0291375
3,0.0701982,0.9972857,0.0644668,0.0819256,0.8765842,0.3924949,0.3709569,0.9636983,0.9836746,1.1038029
3,0.0766004,0.9706145,0.0279193,0.0526794,0.9435471,0.124301,0.3924429,1.0334787,1.0755321,1.1374146
3,0.0856845,0.9880484,0.0470422,0.0660014,0.9965714,0.0671728,0.4068292,0.943646,0.9610023,1.008453
3,0.0785566,0.9534871,0.0449824,0.0782236,0.9484841,0.0836093,0.4218997,0.9899139,1.0431682,1.0627986
3,0.0987197,1.020253,0.0717391,0.10287,0.9295674,0.2737127,0.4260797,0.9307814,1.0187713,1.0860101
3,0.0805938,1.0385131,0.0580591,0.1251622,0.8790167,0.122563,0.3988214,0.9997258,1.0132838,1.0551769
3,0.0434783,0.9557162,0.0621719,0.074278,0.9634487,0.2811793,0.3833164,1.1114701,1.0079233,1.0230699
3,0.0681604,1.1026163,0.0633256,0.0918948,0.9068394,0.1776518,0.3805193,1.0668798,1.0784671,0.9580674
3,0.0737853,1.041913,0.0836579,0.0975478,0.864769,0.2351175,0.4376693,1.035793,1.022003,0.9788254
3,0.0740788,1.1114758,0.0615782,0.0931963,0.9386722,0.2068771,0.4182725,1.0768744,1.0021503,1.0653218
3,0.0891558,1.0397281,0.0469129,0.0930336,0.9289421,0.2603385,0.3618472,0.9789173,1.0539661,1.0497011
3,0.0903881,0.9786433,0.0536879,0.0850474,0.8883723,0.1013771,0.3865492,1.0751065,1.0063252,1.0056919
3,0.0460009,1.0485007,0.0696264,0.077651,0.9180091,0.3117484,0.3750593,1.0268077,0.9905465,0.9813438
3,0.0593665,0.9562412,0.0731518,0.0893562,0.9304077,0.0817277,0.4472446,1.043387,1.1183416,0.9313769
3,0.048927,1.0139119,0.0643465,0.0776721,0.9077968,0.0689956,0.4601328,0.9897625,1.0481462,1.0012548
3,0.069707,1.0853994,0.0609915,0.0997302,0.9390618,0.3278316,0.4109613,1.0175724,1.0022309,0.9794063
3,0.0562143,0.9691344,0.0479035,0.0764355,0.9542863,0.1056116,0.3945879,1.082588,0.9932136,1.0150338
3,0.052125,1.1155901,0.0411746,0.1060205,0.915172,0.2159571,0.3834118,1.0171802,1.0104544,1.0193719
3,0.0941493,0.9849694,0.0511408,0.0663969,0.8774504,0.1454908,0.3597649,1.0393634,0.8485945,1.0444065
3,0.078749,0.9789006,0.0667388,0.0766091,1.0360999,0.1270914,0.3973593,1.0682192,0.9604685,0.9882546
3,0.0643691,0.9936931,0.0575427,0.0689003,0.8662964,0.0575505,0.4473966,0.9877394,1.0248227,0.9989382
3,0.0540824,0.9875803,0.0487326,0.0706622,0.8269802,0.1888445,0.3992546,0.9423916,1.0210218,1.1403144
3,0.0589658,1.0249614,0.0450803,0.0771845,0.9375095,0.2191462,0.3991346,1.0287746,1.0041156,1.0731311
3,0.0730421,1.0006455,0.0655879,0.0558731,0.9618522,0.0703952,0.4248405,1.0757786,1.0811525,0.9213425
3,0.0588362,1.0437467,0.0575762,0.1218965,0.8575997,0.239305,0.424091,0.9705152,1.00724,0.9611179
3,0.063523,1.0084824,0.0493745,0.0916786,1.0196249,0.2145494,0.3942147,1.0184731,1.0028686,0.958779
3,0.08432,1.0618923,0.0593769,0.0873546,0.8685433,0.1776685,0.45462,1.0591621,0.9253425,0.9179248
3,0.0871701,0.9998603,0.0625241,0.0661155,0.9032761,0.1358253,0.3788102,0.9937112,1.0823985,0.9537085
3,0.0722569,0.98047,0.0677544,0.0831888,0.946162,0.1441488,0.4201303,1.0153468,1.0348162,1.079036
3,0.0774213,0.9516824,0.0713357,0.1026137,0.9743488,0.1656469,0.4091718,1.0857443,0.9787906,1.0123741
3,0.067488,0.9916328,0.0553086,0.0563486,1.006855,0.073855,0.3827675,0.854051,0.9992865,0.9463485
3,0.067582,1.0276989,0.0572938,0.1110515,0.913439,0.2269031,0.4091408,1.0576387,0.9290958,1.0084555
