,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
5,0.0754923,1.0169034,0.0490238,0.1358613,0.9181796,0.0562553,0.4174779,1.060702,1.0252639,1.0787871
5,0.0745036,0.9823081,0.074698,0.1536288,0.8891511,0.0812286,0.4155508,0.9781933,0.9913357,1.0304696
5,0.0650434,0.910729,0.0625365,0.1487331,0.9738483,0.0845933,0.4063744,1.0047798,0.9505719,1.020599
5,0.0865629,0.9954142,0.0508825,0.0713942,0.910988,0.0267337,0.4731305,0.936237,0.9940024,0.974429
5,0.0783525,1.0069073,0.0683164,0.1702046,0.94096,0.0892941,0.4154371,0.9719046,1.0168112,1.037627
5,0.0604733,1.0314004,0.0446028,0.1278675,0.9442862,0.0390858,0.4116286,1.0689718,0.953812,0.9715605
5,0.0677345,0.9734171,0.0605675,0.1519243,0.8967203,0.0633373,0.4167383,1.0143675,1.0208517,1.0020393
5,0.0676036,1.0001151,0.0451277,0.1310485,0.9887675,0.0297611,0.4358068,0.9651051,1.0199521,0.9633913
5,0.0641793,1.0128039,0.066862,0.1545932,1.0007798,0.0637984,0.4767528,1.0482577,1.0086654,1.0882821
5,0.0539836,0.9255641,0.0520259,0.1039877,0.8858848,0.0328972,0.4891732,0.9563524,1.0535338,1.026355
5,0.0634911,1.1414183,0.0531956,0.0929466,0.9755794,0.0239067,0.4795154,1.0811026,0.9393262,1.1131362
5,0.0617779,1.0799935,0.0490369,0.1650452,0.9961094,0.0915985,0.3939132,1.0029621,1.0102844,0.8969689
5,0.0617737,1.0335072,0.0468198,0.1240793,0.9443592,0.0719056,0.4027026,0.9495374,1.0053876,1.0169124
5,0.0647589,1.0491537,0.065219,0.2081199,0.8541235,0.2436272,0.4143526,1.0316669,1.004071,0.9426817
5,0.0498494,0.9503102,0.0811847,0.1892176,0.903064,0.1333475,0.3775512,0.9733189,1.059954,1.0454425
5,0.0949258,0.9494562,0.0424927,0.1906172,0.9005591,0.0992809,0.4106493,0.9873227,0.9955211,1.024469
5,0.0826899,1.0113102,0.0593141,0.1410224,0.9847317,0.0515995,0.4615835,1.0524678,0.9807935,1.0754825
5,0.0595367,1.0032185,0.0569237,0.1584697,0.9399163,0.0835521,0.3907255,1.0216128,0.9729154,1.0399963
5,0.0616208,1.0364412,0.0660211,0.2001247,0.9476222,0.1469241,0.3750903,0.9826234,0.9600364,1.0443982
5,0.0854841,1.0388203,0.0608635,0.1381547,0.9940298,0.0461819,0.3751647,0.9569215,1.001453,1.0310316
5,0.0764358,1.1141784,0.0628599,0.1098132,0.8832775,0.0345668,0.4609076,1.0154707,1.021448,1.0314188
5,0.0813941,0.977677,0.0507413,0.1842197,0.8838666,0.1312163,0.3849107,1.0336188,1.0451355,0.9757288
5,0.0951753,0.9832468,0.0559714,0.1606746,0.8588702,0.1014233,0.3664592,1.0322906,1.0316864,1.0335527
5,0.0585152,1.0506346,0.0653842,0.1830559,0.9003188,0.1728508,0.3172381,1.0364497,0.9703686,1.0179553
5,0.0701088,1.0879582,0.0485317,0.1666523,0.8963911,0.0967253,0.4835193,1.1230648,1.0016755,1.0401015
5,0.0848014,0.9874523,0.0387839,0.1389202,0.8857768,0.0487096,0.4037005,0.9810058,0.9986042,0.9880209
5,0.0834291,1.051598,0.0489775,0.1325927,0.9157176,0.0426932,0.4085652,1.0579344,0.988315,1.03832
5,0.0546482,1.0409336,0.0619368,0.1268677,0.9738324,0.0368608,0.4627006,1.0162466,1.0592922,0.9359004
5,0.0737662,1.0245324,0.0486711,0.1390895,0.9738589,0.0530032,0.4473368,1.0921913,1.0301018,1.0174494
5,0.0763207,1.0016278,0.0606704,0.1158346,1.0077094,0.0478279,0.4078168,0.9679001,0.9482091,0.9904798
5,0.0668529,1.0169392,0.0651163,0.1620836,0.8215787,0.108065,0.3378307,0.9660643,1.0132859,0.9737634
5,0.0685977,1.0492887,0.0581721,0.1781315,0.8916435,0.1299961,0.3648723,0.926312,0.9746886,1.0134227
5,0.0733623,1.1219459,0.0519237,0.1561261,0.8975859,0.0624887,0.3954823,0.886531,1.0034032,0.8889109
5,0.0766328,0.9855471,0.062839,0.1216618,0.9045667,0.0429364,0.4271865,0.9964353,0.9959195,1.0191637
5,0.0503322,1.0157096,0.0707206,0.2263721,0.8759883,0.1825072,0.4068611,1.0431177,1.0559588,0.9813513
5,0.0958174,1.0225409,0.0968071,0.1781314,0.8844483,0.1289061,0.3594418,1.1261485,0.9847134,1.0742849
5,0.0607279,1.0396611,0.0441127,0.1431126,0.9716248,0.023569,0.4331066,1.0222812,1.1095327,1.0500636
5,0.0690987,0.9801364,0.0522359,0.0961103,1.0951856,0.0419084,0.4475584,1.0465218,0.9548447,1.08198
5,0.0799491,0.9676485,0.0819094,0.1585026,1.0162757,0.0752836,0.3783384,1.0022689,1.050392,1.0326596
5,0.0753846,0.9877647,0.0622525,0.1316124,0.9067494,0.0755659,0.4173242,0.9857424,0.9398955,0.9525951
5,0.054864,0.9874678,0.0668457,0.1456199,0.93969,0.0888763,0.4337375,1.0578793,1.0469569,1.0382377
5,0.0586769,0.9863267,0.0567734,0.1389488,0.9851215,0.0603732,0.4279166,1.0750279,1.0223637,0.9462888
5,0.0975559,1.003959,0.0601001,0.20458,0.9760072,0.0772935,0.4045283,1.0043595,0.9237361,1.0399221
5,0.0645533,1.066986,0.0487514,0.1485287,0.8960378,0.0664389,0.4435432,0.9961865,1.0117671,1.0175595
5,0.0668336,1.0562046,0.048515,0.1139888,1.0270896,0.0276889,0.376028,1.0537436,1.0060569,0.9574532
